cr_year,issn_l,name,value
2018,1874-4621,prop_no_ta,0.225
2018,1874-4907,prop_no_ta,0.013157894736842105
2018,1874-5393,prop_no_ta,0.0625
2018,1874-5482,prop_no_ta,0.046511627906976744
2018,1874-5490,prop_ta_oa,0.08571428571428572
2018,1874-5490,prop_no_ta,0.2
2018,1874-6284,prop_no_ta,0.043478260869565216
2018,1874-6306,prop_no_ta,0.05
2018,1874-7337,prop_no_ta,0.5
2018,1874-7655,prop_no_ta,0.38461538461538464
2018,1874-7787,prop_no_ta,0.12658227848101267
2018,1874-785X,prop_ta_oa,0.14285714285714285
2018,1874-785X,prop_no_ta,0.19047619047619047
2018,1874-7876,prop_no_ta,0.10526315789473684
2018,1874-8597,prop_ta_oa,0.05263157894736842
2018,1874-8597,prop_no_ta,0.05263157894736842
2018,1874-8945,prop_no_ta,0.03125
2018,1874-8953,prop_ta_oa,0.06451612903225806
2018,1874-8953,prop_no_ta,0.11290322580645161
2018,1874-897X,prop_ta_oa,0.020833333333333332
2018,1874-897X,prop_no_ta,0.125
2018,1874-9399,prop_no_ta,0.0970873786407767
2018,1875-1342,prop_no_ta,0.11428571428571428
2018,1875-4791,prop_ta_oa,0.05555555555555555
2018,1875-4791,prop_no_ta,0.16666666666666666
2018,1875-5100,prop_no_ta,0.009280742459396751
2018,1875-9521,prop_no_ta,0.038461538461538464
2018,1875-9637,prop_no_ta,0.02857142857142857
2018,1875-9777,prop_no_ta,0.05508474576271186
2018,1876-1364,prop_no_ta,0.02631578947368421
2018,1876-1399,prop_no_ta,0.08536585365853659
2018,1876-2018,prop_no_ta,0.014035087719298246
2018,1876-2859,prop_no_ta,0.007142857142857143
2018,1876-3367,prop_no_ta,0.11764705882352941
2018,1876-3405,prop_no_ta,0.203125
2018,1876-3820,prop_no_ta,0.07874015748031496
2018,1876-4045,prop_no_ta,0.2857142857142857
2018,1876-4517,prop_ta_oa,0.03968253968253968
2018,1876-4517,prop_no_ta,0.21428571428571427
2018,1876-4789,prop_no_ta,0.08992805755395683
2018,1876-6633,prop_no_ta,0.08333333333333333
2018,1876-7583,prop_no_ta,0.03508771929824561
2018,1876-763X,prop_no_ta,0.061224489795918366
2018,1876-7931,prop_ta_oa,0.0273972602739726
2018,1876-7931,prop_no_ta,0.0547945205479452
2018,1876-861X,prop_no_ta,0.008403361344537815
2018,1876-990X,prop_no_ta,0.011019283746556474
2018,1877-0533,prop_no_ta,0.10810810810810811
2018,1877-0568,prop_no_ta,0.004310344827586207
2018,1877-0657,prop_no_ta,0.0014609203798392988
2018,1877-2641,prop_ta_oa,0.0027100271002710027
2018,1877-2641,prop_no_ta,0.05962059620596206
2018,1877-3435,prop_no_ta,0.10833333333333334
2018,1877-5756,prop_no_ta,0.11688311688311688
2018,1877-5845,prop_no_ta,0.030303030303030304
2018,1877-7236,prop_ta_oa,0.05
2018,1877-7236,prop_no_ta,0.1
2018,1877-7252,prop_no_ta,0.025
2018,1877-7503,prop_no_ta,0.02575107296137339
2018,1877-7821,prop_no_ta,0.11764705882352941
2018,1877-8860,prop_no_ta,0.03225806451612903
2018,1877-9166,prop_no_ta,0.034482758620689655
2018,1877-9182,prop_no_ta,0.011904761904761904
2018,1878-0016,prop_no_ta,0.09803921568627451
2018,1878-0040,prop_no_ta,0.07017543859649122
2018,1878-0059,prop_no_ta,0.03125
2018,1878-0083,prop_no_ta,0.07407407407407407
2018,1878-0148,prop_no_ta,0.08812260536398467
2018,1878-0164,prop_no_ta,0.02631578947368421
2018,1878-0180,prop_no_ta,0.045275590551181105
2018,1878-0199,prop_no_ta,0.07317073170731707
2018,1878-0210,prop_no_ta,0.075
2018,1878-0229,prop_no_ta,0.05714285714285714
2018,1878-0237,prop_no_ta,0.01282051282051282
2018,1878-0938,prop_no_ta,0.004098360655737705
2018,1878-1241,prop_no_ta,0.06818181818181818
2018,1878-1373,prop_no_ta,0.2
2018,1878-1810,prop_no_ta,0.05454545454545454
2018,1878-1861,prop_no_ta,0.06465517241379311
2018,1878-450X,prop_no_ta,0.046511627906976744
2018,1878-5077,prop_ta_oa,0.03125
2018,1878-5077,prop_no_ta,0.21875
2018,1878-5158,prop_ta_oa,0.041666666666666664
2018,1878-5158,prop_no_ta,0.22916666666666666
2018,1878-5190,prop_ta_oa,0.005494505494505495
2018,1878-5190,prop_no_ta,0.07692307692307693
2018,1878-5409,prop_no_ta,0.02702702702702703
2018,1878-5476,prop_no_ta,0.040268456375838924
2018,1878-6146,prop_no_ta,0.0423728813559322
2018,1878-7452,prop_no_ta,0.015037593984962405
2018,1878-7479,prop_no_ta,0.19
2018,1878-7649,prop_ta_oa,0.0364963503649635
2018,1878-7649,prop_no_ta,0.12408759124087591
2018,1878-7789,prop_no_ta,0.0967741935483871
2018,1878-8750,prop_no_ta,0.015742128935532233
2018,1879-3096,prop_no_ta,0.04081632653061224
2018,1879-4068,prop_no_ta,0.06956521739130435
2018,1879-4238,prop_no_ta,0.10810810810810811
2018,1879-4912,prop_ta_oa,0.07692307692307693
2018,1879-4912,prop_no_ta,0.3076923076923077
2018,1879-6257,prop_no_ta,0.14545454545454545
2018,1879-6397,prop_no_ta,0.39473684210526316
2018,1879-9817,prop_no_ta,0.0641025641025641
2018,1882-0778,prop_no_ta,0.11653116531165311
2018,1883-1958,prop_no_ta,0.1875
2018,1889-1837,prop_no_ta,0.02702702702702703
2018,1891-814X,prop_ta_oa,0.03333333333333333
2018,1891-814X,prop_no_ta,0.03333333333333333
2018,1895-6572,prop_no_ta,0.176
2018,1896-1126,prop_no_ta,0.017543859649122806
2018,1901-2276,prop_ta_oa,0.22727272727272727
2018,1930-7381,prop_no_ta,0.08571428571428572
2018,1931-2458,prop_no_ta,0.08695652173913043
2018,1931-3128,prop_no_ta,0.09223300970873786
2018,1931-4485,prop_no_ta,0.02127659574468085
2018,1931-7557,prop_ta_oa,0.028985507246376812
2018,1931-7557,prop_no_ta,0.10628019323671498
2018,1932-0256,prop_no_ta,0.029850746268656716
2018,1932-0620,prop_no_ta,0.06666666666666667
2018,1932-1031,prop_no_ta,0.056074766355140186
2018,1932-1864,prop_no_ta,0.037037037037037035
2018,1932-2259,prop_ta_oa,0.05172413793103448
2018,1932-2259,prop_no_ta,0.10344827586206896
2018,1932-2968,prop_no_ta,0.016574585635359115
2018,1932-4391,prop_no_ta,0.07407407407407407
2018,1932-4502,prop_ta_oa,0.01818181818181818
2018,1932-4502,prop_no_ta,0.05454545454545454
2018,1932-4537,prop_no_ta,0.030303030303030304
2018,1932-4545,prop_no_ta,0.044444444444444446
2018,1932-6254,prop_no_ta,0.0625
2018,1932-7447,prop_no_ta,5.691519635742744e-4
2018,1932-8087,prop_no_ta,0.014492753623188406
2018,1932-8184,prop_no_ta,0.0024813895781637717
2018,1932-8451,prop_no_ta,0.07692307692307693
2018,1932-8486,prop_no_ta,0.038869257950530034
2018,1932-8621,prop_no_ta,0.038461538461538464
2018,1933-0219,prop_no_ta,0.1282051282051282
2018,1933-169X,prop_no_ta,0.08
2018,1934-2616,prop_no_ta,0.024390243902439025
2018,1934-4554,prop_no_ta,0.05
2018,1934-5747,prop_no_ta,0.06666666666666667
2018,1934-662X,prop_no_ta,0.02830188679245283
2018,1935-1089,prop_no_ta,0.02564102564102564
2018,1935-1690,prop_no_ta,0.02857142857142857
2018,1935-1704,prop_no_ta,0.04878048780487805
2018,1935-3804,prop_no_ta,0.06578947368421052
2018,1935-3812,prop_no_ta,0.2222222222222222
2018,1935-4932,prop_no_ta,0.04838709677419355
2018,1935-5130,prop_ta_oa,0.00558659217877095
2018,1935-5130,prop_no_ta,0.0223463687150838
2018,1935-7893,prop_no_ta,0.019736842105263157
2018,1935-9748,prop_no_ta,0.02631578947368421
2018,1935-9772,prop_no_ta,0.014084507042253521
2018,1936-0533,prop_no_ta,0.15584415584415584
2018,1936-055X,prop_no_ta,0.05405405405405406
2018,1936-0584,prop_no_ta,0.06611570247933884
2018,1936-1521,prop_no_ta,0.06818181818181818
2018,1936-2447,prop_no_ta,0.013888888888888888
2018,1936-3761,prop_no_ta,0.034482758620689655
2018,1936-5209,prop_no_ta,0.1232876712328767
2018,1936-5802,prop_no_ta,0.08333333333333333
2018,1936-6442,prop_no_ta,0.012345679012345678
2018,1936-6582,prop_no_ta,0.07407407407407407
2018,1936-9735,prop_ta_oa,0.125
2018,1936-9735,prop_no_ta,0.125
2018,1936-9751,prop_ta_oa,0.0035587188612099642
2018,1936-9751,prop_no_ta,0.06761565836298933
2018,1937-1209,prop_ta_oa,0.06060606060606061
2018,1937-1209,prop_no_ta,0.030303030303030304
2018,1937-5034,prop_no_ta,0.1111111111111111
2018,1937-5247,prop_no_ta,0.045454545454545456
2018,1937-5387,prop_ta_oa,0.025974025974025976
2018,1937-5387,prop_no_ta,0.14285714285714285
2018,1937-5867,prop_no_ta,0.028985507246376812
2018,1937-6812,prop_ta_oa,0.1
2018,1937-6812,prop_no_ta,0.1
2018,1938-7741,prop_no_ta,0.07142857142857142
2018,1938-7806,prop_no_ta,1
2018,1939-0041,prop_no_ta,0.09090909090909091
2018,1939-005X,prop_no_ta,0.2
2018,1939-0068,prop_no_ta,0.03571428571428571
2018,1939-0211,prop_no_ta,0.022222222222222223
2018,1939-1234,prop_no_ta,0.14285714285714285
2018,1939-2397,prop_no_ta,0.023255813953488372
2018,1939-3806,prop_no_ta,0.08333333333333333
2018,1939-5981,prop_no_ta,0.03409090909090909
2018,1939-6368,prop_ta_oa,0.017241379310344827
2018,1939-6368,prop_no_ta,0.017241379310344827
2018,1939-7291,prop_no_ta,0.0967741935483871
2018,1939-8115,prop_ta_oa,0.00980392156862745
2018,1939-8115,prop_no_ta,0.058823529411764705
2018,1940-1493,prop_no_ta,0.043478260869565216
2018,1940-6940,prop_no_ta,0.031746031746031744
2018,1940-7041,prop_no_ta,0.015384615384615385
2018,1940-7963,prop_ta_oa,0.05263157894736842
2018,1940-9052,prop_no_ta,0.030303030303030304
2018,1941-1189,prop_no_ta,0.038461538461538464
2018,1941-1243,prop_no_ta,0.023809523809523808
2018,1941-5257,prop_no_ta,0.0547945205479452
2018,1941-6636,prop_no_ta,0.051094890510948905
2018,1941-9074,prop_no_ta,0.1388888888888889
2018,1942-4795,prop_no_ta,0.0784313725490196
2018,1942-7603,prop_no_ta,0.005988023952095809
2018,1942-7867,prop_no_ta,0.041666666666666664
2018,1943-3921,prop_ta_oa,0.011695906432748537
2018,1943-3921,prop_no_ta,0.1286549707602339
2018,1943-4472,prop_no_ta,0.23529411764705882
2018,1943-4588,prop_no_ta,0.05405405405405406
2018,1943-6149,prop_no_ta,0.07407407407407407
2018,1943-9970,prop_ta_oa,0.02631578947368421
2018,1944-0057,prop_no_ta,0.011363636363636364
2018,1944-2858,prop_no_ta,0.030303030303030304
2018,1944-2866,prop_no_ta,0.18181818181818182
2018,1944-4079,prop_no_ta,0.08
2018,1944-9208,prop_no_ta,0.6666666666666666
2018,1945-2829,prop_ta_oa,0.023255813953488372
2018,1945-2829,prop_no_ta,0.023255813953488372
2018,1945-5224,prop_no_ta,0.10344827586206896
2018,1945-7618,prop_no_ta,0.015384615384615385
2018,1945-8932,prop_no_ta,0.018867924528301886
2018,1946-0171,prop_ta_oa,0.10810810810810811
2018,1946-0171,prop_no_ta,0.13513513513513514
2018,1946-3022,prop_ta_oa,0.05263157894736842
2018,1946-9837,prop_no_ta,0.09375
2018,1947-5020,prop_no_ta,0.019230769230769232
2018,1947-6035,prop_no_ta,0.01
2018,1948-4682,prop_no_ta,0.06060606060606061
2018,1948-7908,prop_no_ta,0.0967741935483871
2018,1948-8270,prop_no_ta,0.037037037037037035
2018,1948-8289,prop_no_ta,0.18181818181818182
2018,1948-8327,prop_no_ta,0.014705882352941176
2018,1949-3029,prop_no_ta,0.0196078431372549
2018,1949-3053,prop_no_ta,0.004777070063694267
2018,1949-3088,prop_no_ta,0.0125
2018,1949-3592,prop_no_ta,0.16981132075471697
2018,1951-6355,prop_ta_oa,0.009009009009009009
2018,1951-6355,prop_no_ta,0.09009009009009009
2018,1955-2505,prop_no_ta,0.028985507246376812
2018,1960-6214,prop_no_ta,0.11764705882352941
2018,1972-6724,prop_no_ta,0.02857142857142857
2018,1976-7633,prop_no_ta,0.016666666666666666
2018,1976-8257,prop_no_ta,1
2018,1976-9571,prop_no_ta,0.03007518796992481
2018,1982-5676,prop_no_ta,0.015625
2018,1995-5855,prop_no_ta,0.043478260869565216
2018,1995-6924,prop_no_ta,0.044444444444444446
2018,1995-8196,prop_no_ta,0.2638888888888889
2018,1995-820X,prop_no_ta,0.15789473684210525
2018,1995-8218,prop_no_ta,0.21367521367521367
2018,1996-1553,prop_no_ta,0.10638297872340426
2018,1996-3599,prop_ta_oa,0.043478260869565216
2018,1996-3599,prop_no_ta,0.043478260869565216
2018,1996-6814,prop_no_ta,1
2018,1998-0000,prop_no_ta,0.024667931688804556
2018,1998-3832,prop_no_ta,0.038461538461538464
2018,1998-7773,prop_no_ta,0.4375
2018,2008-1359,prop_no_ta,1
2018,2008-9163,prop_no_ta,1
2018,2008-9244,prop_no_ta,1
2018,2008-9295,prop_no_ta,1
2018,2035-5106,prop_ta_oa,0.02631578947368421
2018,2038-131X,prop_ta_oa,0.009433962264150943
2018,2038-131X,prop_no_ta,0.03773584905660377
2018,2040-1744,prop_no_ta,0.06
2018,2040-2503,prop_no_ta,0.0642570281124498
2018,2040-3364,prop_ta_oa,0.004789977892409728
2018,2040-3364,prop_no_ta,0.06742815033161385
2018,2040-350X,prop_no_ta,0.02564102564102564
2018,2040-5790,prop_no_ta,0.022222222222222223
2018,2040-7211,prop_no_ta,0.09523809523809523
2018,2040-7939,prop_no_ta,0.06422018348623854
2018,2040-8056,prop_no_ta,0.037037037037037035
2018,2040-8978,prop_no_ta,0.07669616519174041
2018,2041-1006,prop_no_ta,0.030303030303030304
2018,2041-210X,prop_no_ta,0.24260355029585798
2018,2041-2649,prop_no_ta,0.19047619047619047
2018,2041-4005,prop_no_ta,0.05263157894736842
2018,2041-7764,prop_no_ta,0.011764705882352941
2018,2041-8396,prop_no_ta,0.08695652173913043
2018,2042-5791,prop_no_ta,0.02127659574468085
2018,2042-6496,prop_ta_oa,0.0015408320493066256
2018,2042-6496,prop_no_ta,0.04776579352850539
2018,2042-6976,prop_no_ta,0.03608247422680412
2018,2043-0795,prop_no_ta,0.05
2018,2043-6262,prop_no_ta,1
2018,2043-8869,prop_no_ta,0.045454545454545456
2018,2044-2041,prop_no_ta,0.018867924528301886
2018,2044-3994,prop_no_ta,0.07142857142857142
2018,2044-4753,prop_ta_oa,0.002902757619738752
2018,2044-4753,prop_no_ta,0.0420899854862119
2018,2044-5911,prop_no_ta,0.018867924528301886
2018,2045-435X,prop_no_ta,0.024242424242424242
2018,2045-452X,prop_no_ta,0.04477611940298507
2018,2046-0252,prop_no_ta,0.024390243902439025
2018,2046-4177,prop_no_ta,0.06060606060606061
2018,2046-7435,prop_no_ta,0.07142857142857142
2018,2046-9047,prop_no_ta,0.01639344262295082
2018,2047-0770,prop_no_ta,0.017543859649122806
2018,2047-1025,prop_no_ta,0.08823529411764706
2018,2047-2404,prop_no_ta,0.07906976744186046
2018,2047-2919,prop_no_ta,0.06666666666666667
2018,2047-4830,prop_no_ta,0.0463768115942029
2018,2047-4873,prop_no_ta,0.009389671361502348
2018,2047-6302,prop_no_ta,0.0875
2018,2047-6965,prop_no_ta,0.043478260869565216
2018,2047-7414,prop_no_ta,0.10526315789473684
2018,2047-7473,prop_no_ta,0.027777777777777776
2018,2047-7724,prop_no_ta,0.045454545454545456
2018,2047-8844,prop_no_ta,0.10526315789473684
2018,2047-9956,prop_no_ta,0.00847457627118644
2018,2048-7193,prop_no_ta,0.06722689075630252
2018,2049-1573,prop_no_ta,0.04878048780487805
2018,2049-1948,prop_no_ta,0.26666666666666666
2018,2049-4173,prop_no_ta,0.07462686567164178
2018,2049-5838,prop_no_ta,0.07407407407407407
2018,2049-632X,prop_no_ta,0.08421052631578947
2018,2049-6613,prop_no_ta,0.1568627450980392
2018,2049-677X,prop_no_ta,0.05555555555555555
2018,2049-8470,prop_no_ta,0.03508771929824561
2018,2050-0386,prop_no_ta,0.047619047619047616
2018,2050-0521,prop_no_ta,0.0273972602739726
2018,2050-2877,prop_no_ta,0.034482758620689655
2018,2050-2982,prop_no_ta,0.04
2018,2050-3318,prop_no_ta,0.047619047619047616
2018,2050-4802,prop_no_ta,0.08333333333333333
2018,2050-5698,prop_no_ta,0.026845637583892617
2018,2050-571X,prop_no_ta,0.05555555555555555
2018,2050-6120,prop_no_ta,0.18032786885245902
2018,2050-6406,prop_no_ta,0.056962025316455694
2018,2050-7496,prop_ta_oa,0.005016123253314225
2018,2050-7496,prop_no_ta,0.04801146542457901
2018,2050-750X,prop_ta_oa,0.00425531914893617
2018,2050-750X,prop_no_ta,0.04148936170212766
2018,2050-7526,prop_ta_oa,0.00411764705882353
2018,2050-7526,prop_no_ta,0.036470588235294116
2018,2050-7887,prop_ta_oa,0.04891304347826087
2018,2050-7887,prop_no_ta,0.07065217391304347
2018,2051-1310,prop_no_ta,0.11428571428571428
2018,2051-1787,prop_no_ta,0.07692307692307693
2018,2051-4158,prop_no_ta,0.009345794392523364
2018,2051-6347,prop_ta_oa,0.006622516556291391
2018,2051-6347,prop_no_ta,0.13245033112582782
2018,2051-672X,prop_no_ta,0.08771929824561403
2018,2051-8153,prop_no_ta,0.07665505226480836
2018,2051-8196,prop_no_ta,0.038461538461538464
2018,2051-8803,prop_no_ta,0.16666666666666666
2018,2052-1537,prop_ta_oa,0.003257328990228013
2018,2052-1537,prop_no_ta,0.019543973941368076
2018,2052-1545,prop_ta_oa,0.002512562814070352
2018,2052-1545,prop_no_ta,0.01507537688442211
2018,2052-2614,prop_no_ta,0.025
2018,2052-336X,prop_no_ta,0.030303030303030304
2018,2052-4110,prop_no_ta,0.013651877133105802
2018,2052-5192,prop_no_ta,0.10666666666666667
2018,2052-6121,prop_no_ta,0.023076923076923078
2018,2052-773X,prop_no_ta,0.3076923076923077
2018,2052-9015,prop_no_ta,0.024390243902439025
2018,2053-1400,prop_ta_oa,0.008658008658008658
2018,2053-1400,prop_no_ta,0.08225108225108226
2018,2053-1583,prop_no_ta,0.13829787234042554
2018,2053-1613,prop_no_ta,0.1111111111111111
2018,2053-1702,prop_no_ta,0.08333333333333333
2018,2053-2296,prop_no_ta,0.02575107296137339
2018,2053-230X,prop_no_ta,0.23275862068965517
2018,2053-2733,prop_no_ta,0.010833333333333334
2018,2053-4477,prop_no_ta,0.025
2018,2053-4515,prop_no_ta,0.07142857142857142
2018,2054-0892,prop_no_ta,0.045454545454545456
2018,2054-2577,prop_no_ta,0.03571428571428571
2018,2054-4642,prop_no_ta,0.14285714285714285
2018,2054-9555,prop_no_ta,0.043478260869565216
2018,2055-0278,prop_no_ta,0.019455252918287938
2018,2055-2335,prop_no_ta,0.009708737864077669
2018,2055-6756,prop_no_ta,0.08571428571428572
2018,2055-6837,prop_no_ta,0.06818181818181818
2018,2055-7671,prop_no_ta,0.056338028169014086
2018,2056-2802,prop_no_ta,0.12195121951219512
2018,2056-4678,prop_no_ta,0.02
2018,2056-6093,prop_no_ta,0.0625
2018,2056-6697,prop_no_ta,0.034482758620689655
2018,2057-0198,prop_no_ta,0.06060606060606061
2018,2057-049X,prop_no_ta,0.03571428571428571
2018,2057-1739,prop_no_ta,0.16666666666666666
2018,2057-1976,prop_no_ta,0.06374501992031872
2018,2057-3189,prop_no_ta,0.04
2018,2058-1742,prop_no_ta,0.05263157894736842
2018,2058-4571,prop_no_ta,0.2
2018,2058-458X,prop_no_ta,0.3
2018,2058-5276,prop_no_ta,0.0371900826446281
2018,2058-6124,prop_no_ta,0.06363636363636363
2018,2058-8585,prop_no_ta,0.06382978723404255
2018,2058-9565,prop_no_ta,0.20618556701030927
2018,2058-9689,prop_no_ta,0.08571428571428572
2018,2058-9883,prop_no_ta,0.17647058823529413
2018,2059-1098,prop_no_ta,0.05555555555555555
2018,2059-1632,prop_no_ta,0.029411764705882353
2018,2059-2302,prop_no_ta,0.013824884792626729
2018,2059-7983,prop_no_ta,0.5454545454545454
2018,2059-8521,prop_no_ta,0.006462035541195477
2018,2062-249X,prop_ta_oa,0.04
2018,2062-249X,prop_no_ta,0.16
2018,2072-1978,prop_no_ta,0.05263157894736842
2018,2093-5552,prop_no_ta,0.09302325581395349
2018,2095-0187,prop_no_ta,0.025
2018,2095-0217,prop_no_ta,0.19444444444444445
2018,2095-0233,prop_no_ta,0.275
2018,2095-3127,prop_no_ta,0.22857142857142856
2018,2095-4964,prop_no_ta,0.03389830508474576
2018,2095-9273,prop_no_ta,0.041666666666666664
2018,2096-5524,prop_no_ta,0.16666666666666666
2018,2110-7017,prop_no_ta,0.022222222222222223
2018,2150-1351,prop_no_ta,0.015748031496062992
2018,2150-2560,prop_no_ta,0.043478260869565216
2018,2150-4857,prop_ta_oa,0.013157894736842105
2018,2150-4857,prop_no_ta,0.013157894736842105
2018,2150-704X,prop_no_ta,0.007575757575757576
2018,2150-7759,prop_no_ta,0.012658227848101266
2018,2151-2604,prop_no_ta,0.058823529411764705
2018,2151-464X,prop_no_ta,0.08550185873605948
2018,2151-8378,prop_no_ta,0.02127659574468085
2018,2152-2669,prop_no_ta,0.19148936170212766
2018,2152-2812,prop_no_ta,0.16666666666666666
2018,2152-3878,prop_no_ta,0.014705882352941176
2018,2153-0785,prop_ta_oa,0.038461538461538464
2018,2153-0785,prop_no_ta,0.11538461538461539
2018,2153-4764,prop_no_ta,0.05405405405405406
2018,2153-9596,prop_no_ta,0.07407407407407407
2018,2154-1248,prop_no_ta,0.17857142857142858
2018,2154-1272,prop_no_ta,0.20833333333333334
2018,2154-896X,prop_ta_oa,0.045454545454545456
2018,2155-0093,prop_no_ta,0.06666666666666667
2018,2155-286X,prop_no_ta,0.05555555555555555
2018,2155-3769,prop_no_ta,1
2018,2156-3357,prop_no_ta,0.010526315789473684
2018,2156-3403,prop_no_ta,0.02364864864864865
2018,2156-342X,prop_no_ta,0.023255813953488372
2018,2156-3950,prop_no_ta,0.009316770186335404
2018,2156-5503,prop_no_ta,0.011904761904761904
2018,2156-6674,prop_no_ta,0.2
2018,2156-7697,prop_no_ta,0.015625
2018,2156-8243,prop_no_ta,0.047619047619047616
2018,2156-8316,prop_no_ta,0.03225806451612903
2018,2156-8588,prop_ta_oa,0.2786885245901639
2018,2156-8650,prop_ta_oa,0.022058823529411766
2018,2156-8650,prop_no_ta,0.051470588235294115
2018,2157-1716,prop_no_ta,0.05
2018,2158-2041,prop_no_ta,0.01639344262295082
2018,2158-8686,prop_no_ta,0.047619047619047616
2018,2159-032X,prop_ta_oa,0.05555555555555555
2018,2159-6867,prop_no_ta,0.00980392156862745
2018,2159-8312,prop_no_ta,0.02631578947368421
2018,2159-9173,prop_ta_oa,0.03225806451612903
2018,2159-9173,prop_no_ta,0.03225806451612903
2018,2160-2204,prop_no_ta,0.09375
2018,2160-6544,prop_no_ta,0.03571428571428571
2018,2160-763X,prop_no_ta,0.3584905660377358
2018,2161-2234,prop_no_ta,0.09375
2018,2161-3303,prop_no_ta,0.045454545454545456
2018,2161-3311,prop_ta_oa,0.029411764705882353
2018,2161-3311,prop_no_ta,0.14705882352941177
2018,2161-3915,prop_no_ta,0.017341040462427744
2018,2161-8313,prop_no_ta,0.28865979381443296
2018,2162-2337,prop_no_ta,0.006896551724137931
2018,2162-237X,prop_no_ta,0.009191176470588236
2018,2162-2671,prop_no_ta,0.03571428571428571
2018,2162-4933,prop_no_ta,0.05263157894736842
2018,2162-4968,prop_ta_oa,0.03125
2018,2162-4968,prop_no_ta,0.09375
2018,2162-8769,prop_no_ta,0.2262295081967213
2018,2164-0629,prop_ta_oa,0.0625
2018,2164-0629,prop_no_ta,0.0625
2018,2164-1846,prop_ta_oa,0.05555555555555555
2018,2164-1846,prop_no_ta,0.05555555555555555
2018,2164-604X,prop_no_ta,0.023255813953488372
2018,2164-7070,prop_no_ta,0.2
2018,2164-7259,prop_no_ta,0.06060606060606061
2018,2167-0811,prop_no_ta,0.136986301369863
2018,2167-4817,prop_no_ta,0.041666666666666664
2018,2167-4825,prop_ta_oa,0.04081632653061224
2018,2167-4825,prop_no_ta,0.061224489795918366
2018,2167-4833,prop_no_ta,0.05714285714285714
2018,2167-485X,prop_no_ta,0.2727272727272727
2018,2167-4868,prop_no_ta,0.02702702702702703
2018,2167-4876,prop_no_ta,0.125
2018,2167-583X,prop_no_ta,0.07317073170731707
2018,2167-8421,prop_no_ta,0.3116883116883117
2018,2167-8707,prop_no_ta,0.014705882352941176
2018,2167-9169,prop_ta_oa,0.02040816326530612
2018,2167-9169,prop_no_ta,0.02040816326530612
2018,2168-0485,prop_no_ta,4.935834155972359e-4
2018,2168-0566,prop_no_ta,0.05405405405405406
2018,2168-1163,prop_no_ta,0.017241379310344827
2018,2168-1805,prop_ta_oa,0.015625
2018,2168-2194,prop_no_ta,0.017699115044247787
2018,2168-2216,prop_no_ta,0.003472222222222222
2018,2168-2267,prop_no_ta,0.008849557522123894
2018,2168-2291,prop_no_ta,0.02040816326530612
2018,2168-3603,prop_no_ta,0.0196078431372549
2018,2168-4790,prop_no_ta,0.09009009009009009
2018,2168-6750,prop_no_ta,0.041666666666666664
2018,2168-6777,prop_no_ta,0.004608294930875576
2018,2168-8273,prop_no_ta,0.46153846153846156
2018,2168-8370,prop_no_ta,0.05
2018,2169-8953,prop_no_ta,0.10504201680672269
2018,2169-897X,prop_no_ta,0.12878787878787878
2018,2169-9003,prop_no_ta,0.21301775147928995
2018,2169-9097,prop_no_ta,0.15730337078651685
2018,2169-9275,prop_no_ta,0.15355086372360843
2018,2169-9313,prop_no_ta,0.10833333333333334
2018,2169-9380,prop_no_ta,0.14285714285714285
2018,2169-9763,prop_no_ta,0.15789473684210525
2018,2169-9798,prop_no_ta,0.021052631578947368
2018,2190-393X,prop_ta_oa,0.014084507042253521
2018,2190-393X,prop_no_ta,0.07746478873239436
2018,2190-5444,prop_ta_oa,0.003590664272890485
2018,2190-5444,prop_no_ta,0.02333931777378815
2018,2190-5517,prop_no_ta,0.13356164383561644
2018,2190-5738,prop_no_ta,0.03632478632478633
2018,2190-6491,prop_no_ta,0.08695652173913043
2018,2190-6815,prop_no_ta,0.09523809523809523
2018,2190-6890,prop_no_ta,0.10344827586206896
2018,2190-7196,prop_ta_oa,0.03076923076923077
2018,2190-7196,prop_no_ta,0.015384615384615385
2018,2190-8273,prop_no_ta,0.23076923076923078
2018,2190-8508,prop_ta_oa,0.09523809523809523
2018,2190-8508,prop_no_ta,0.14285714285714285
2018,2190-9733,prop_no_ta,0.125
2018,2191-1630,prop_no_ta,0.021052631578947368
2018,2191-2203,prop_no_ta,0.2413793103448276
2018,2191-4281,prop_no_ta,0.007575757575757576
2018,2191-4761,prop_no_ta,0.09523809523809523
2018,2191-9216,prop_no_ta,0.20833333333333334
2018,2191-9399,prop_no_ta,0.06896551724137931
2018,2192-001X,prop_no_ta,0.2
2018,2192-2640,prop_no_ta,0.03350515463917526
2018,2192-3183,prop_no_ta,0.1388888888888889
2018,2192-4449,prop_no_ta,0.06666666666666667
2018,2192-6352,prop_ta_oa,0.03333333333333333
2018,2192-6506,prop_no_ta,0.012269938650306749
2018,2192-662X,prop_no_ta,0.1111111111111111
2018,2192-6670,prop_no_ta,0.06666666666666667
2018,2192-8932,prop_no_ta,0.046511627906976744
2018,2192-9262,prop_no_ta,0.05154639175257732
2018,2192-9505,prop_no_ta,0.05
2018,2193-1674,prop_no_ta,0.02631578947368421
2018,2193-3685,prop_no_ta,0.8333333333333334
2018,2193-4126,prop_no_ta,0.013559322033898305
2018,2193-5807,prop_no_ta,0.006349206349206349
