cr_year,issn_l,oa_all,n,prop
2018,2214-7810,26,317,0.08201892744479496
2018,2214-7853,22,3603,0.006106022758812101
2018,2214-790X,2,97,0.020618556701030927
2018,2214-7993,1,116,0.008620689655172414
2018,2214-8043,3,95,0.031578947368421054
2018,2215-0366,30,326,0.09202453987730061
2018,2228-5547,31,31,1
2018,2228-6187,2,63,0.031746031746031744
2018,2228-7566,37,37,1
2018,2234-9898,1,77,0.012987012987012988
2018,2235-0640,3,60,0.05
2018,2235-0977,1,48,0.020833333333333332
2018,2245-408X,16,16,1
2018,2249-720X,2,104,0.019230769230769232
2018,2250-0545,1,71,0.014084507042253521
2018,2250-2149,1,88,0.011363636363636364
2018,2251-6581,3,46,0.06521739130434782
2018,2251-7227,42,42,1
2018,2254-3902,1,35,0.02857142857142857
2018,2263-8733,3,15,0.2
2018,2271-3654,1,84,0.011904761904761904
2018,2281-5872,7,50,0.14
2018,2288-6206,1,68,0.014705882352941176
2018,2294-1924,1,18,0.05555555555555555
2018,2296-4657,2,80,0.025
2018,2296-9039,1,23,0.043478260869565216
2018,2296-9837,1,44,0.022727272727272728
2018,2297-4725,3,95,0.031578947368421054
2018,2305-221X,5,56,0.08928571428571429
2018,2324-8106,1,13,0.07692307692307693
2018,2324-8378,2,19,0.10526315789473684
2018,2324-9935,6,75,0.08
2018,2325-0984,1,26,0.038461538461538464
2018,2325-1042,1,39,0.02564102564102564
2018,2325-4815,2,37,0.05405405405405406
2018,2326-3768,1,36,0.027777777777777776
2018,2326-5191,39,328,0.11890243902439024
2018,2327-3798,19,93,0.20430107526881722
2018,2327-4662,7,494,0.01417004048582996
2018,2327-9095,2,59,0.03389830508474576
2018,2328-9554,2,13,0.15384615384615385
2018,2329-2229,2,16,0.125
2018,2329-4515,2,25,0.08
2018,2329-7018,1,17,0.058823529411764705
2018,2329-8456,1,42,0.023809523809523808
2018,2329-924X,3,112,0.026785714285714284
2018,2329-9290,5,284,0.017605633802816902
2018,2330-1619,7,136,0.051470588235294115
2018,2330-1635,8,125,0.064
2018,2330-8249,1,22,0.045454545454545456
2018,2331-7019,27,643,0.041990668740279936
2018,2332-2551,1,31,0.03225806451612903
2018,2332-4252,9,389,0.02313624678663239
2018,2332-4309,1,32,0.03125
2018,2332-8940,1,40,0.025
2018,2333-5777,1,15,0.06666666666666667
2018,2333-7486,1,30,0.03333333333333333
2018,2333-9403,2,75,0.02666666666666667
2018,2334-0460,7,51,0.13725490196078433
2018,2352-0094,1,44,0.022727272727272728
2018,2352-152X,19,263,0.07224334600760456
2018,2352-1546,18,160,0.1125
2018,2352-2151,2,22,0.09090909090909091
2018,2352-2208,3,59,0.05084745762711865
2018,2352-2267,1,49,0.02040816326530612
2018,2352-2496,1,31,0.03225806451612903
2018,2352-250X,1,145,0.006896551724137931
2018,2352-3018,15,177,0.0847457627118644
2018,2352-3026,8,126,0.06349206349206349
2018,2352-3522,2,21,0.09523809523809523
2018,2352-3808,2,26,0.07692307692307693
2018,2352-4073,3,31,0.0967741935483871
2018,2352-409X,26,546,0.047619047619047616
2018,2352-4316,5,95,0.05263157894736842
2018,2352-4642,23,238,0.09663865546218488
2018,2352-4669,16,105,0.1523809523809524
2018,2352-4677,4,60,0.06666666666666667
2018,2352-4855,4,141,0.028368794326241134
2018,2352-4928,1,196,0.00510204081632653
2018,2352-5509,1,60,0.016666666666666666
2018,2352-5525,2,83,0.024096385542168676
2018,2352-5541,2,53,0.03773584905660377
2018,2352-5568,8,141,0.05673758865248227
2018,2352-5738,2,12,0.16666666666666666
2018,2352-5800,5,93,0.053763440860215055
2018,2352-6734,3,31,0.0967741935483871
2018,2352-7102,3,246,0.012195121951219513
2018,2352-7218,1,102,0.00980392156862745
2018,2352-9385,2,70,0.02857142857142857
2018,2352-9407,10,130,0.07692307692307693
2018,2363-5037,7,87,0.08045977011494253
2018,2363-5142,10,39,0.2564102564102564
2018,2363-6203,4,160,0.025
2018,2363-8338,1,29,0.034482758620689655
2018,2363-8354,1,27,0.037037037037037035
2018,2363-8400,2,71,0.028169014084507043
2018,2363-8427,3,23,0.13043478260869565
2018,2363-8915,1,29,0.034482758620689655
2018,2363-9520,1,36,0.027777777777777776
2018,2363-9555,9,53,0.16981132075471697
2018,2364-0006,2,19,0.10526315789473684
2018,2364-1819,2,95,0.021052631578947368
2018,2364-4141,1,41,0.024390243902439025
2018,2364-4168,14,79,0.17721518987341772
2018,2364-4184,2,74,0.02702702702702703
2018,2364-494X,1,6,0.16666666666666666
2018,2364-4974,4,77,0.05194805194805195
2018,2364-5687,1,22,0.045454545454545456
2018,2364-6861,2,8,0.25
2018,2364-7213,3,85,0.03529411764705882
2018,2364-821X,1,13,0.07692307692307693
2018,2364-8961,7,47,0.14893617021276595
2018,2364-9461,5,29,0.1724137931034483
2018,2365-1695,3,11,0.2727272727272727
2018,2365-1792,1,38,0.02631578947368421
2018,2365-4252,1,27,0.037037037037037035
2018,2365-5135,3,15,0.2
2018,2365-631X,1,8,0.125
2018,2365-6549,5,1913,0.0026136957658128594
2018,2365-659X,1,127,0.007874015748031496
2018,2365-709X,8,346,0.023121387283236993
2018,2365-7448,6,35,0.17142857142857143
2018,2366-0058,14,423,0.03309692671394799
2018,2366-0147,5,10,0.5
2018,2366-3294,2,69,0.028985507246376812
2018,2366-3987,2,86,0.023255813953488372
2018,2366-5963,8,41,0.1951219512195122
2018,2366-598X,4,36,0.1111111111111111
2018,2366-6048,2,20,0.1
2018,2366-6218,2,46,0.043478260869565216
2018,2366-7486,1,100,0.01
2018,2366-7540,2,42,0.047619047619047616
2018,2366-7796,1,29,0.034482758620689655
2018,2366-9608,3,243,0.012345679012345678
2018,2367-0142,1,21,0.047619047619047616
2018,2367-0932,3,145,0.020689655172413793
2018,2367-1734,2,15,0.13333333333333333
2018,2367-198X,4,217,0.018433179723502304
2018,2367-2501,1,47,0.02127659574468085
2018,2367-2544,3,8,0.375
2018,2367-2587,1,31,0.03225806451612903
2018,2367-3192,3,9,0.3333333333333333
2018,2368-4720,1,29,0.034482758620689655
2018,2372-9333,2,25,0.08
2018,2373-518X,1,15,0.06666666666666667
2018,2373-5678,2,34,0.058823529411764705
2018,2373-776X,2,80,0.025
2018,2373-8871,2,33,0.06060606060606061
2018,2374-3603,5,12,0.4166666666666667
2018,2374-3832,12,60,0.2
2018,2374-4235,2,93,0.021505376344086023
2018,2374-4731,2,81,0.024691358024691357
2018,2374-5118,2,50,0.04
2018,2374-8834,3,30,0.1
2018,2375-0472,1,27,0.037037037037037035
2018,2377-3766,13,588,0.022108843537414966
2018,2378-9689,1,20,0.05
2018,2379-2868,1,23,0.043478260869565216
2018,2379-3694,1,379,0.002638522427440633
2018,2379-8858,1,79,0.012658227848101266
2018,2379-8920,3,116,0.02586206896551724
2018,2379-9978,3,42,0.07142857142857142
2018,2380-0127,4,29,0.13793103448275862
2018,2380-0186,4,166,0.024096385542168676
2018,2380-1883,1,69,0.014492753623188406
2018,2380-5048,9,9,1
2018,2380-6567,1,22,0.045454545454545456
2018,2380-8977,1,18,0.05555555555555555
2018,2380-8993,1,40,0.025
2018,2381-2346,2,27,0.07407407407407407
2018,2381-5949,1,52,0.019230769230769232
2018,2381-8107,1,45,0.022222222222222223
2018,2387-0206,1,325,0.003076923076923077
2018,2397-334X,20,335,0.05970149253731343
2018,2397-8554,15,75,0.2
2018,2397-8821,2,56,0.03571428571428571
2018,2398-063X,3,51,0.058823529411764705
2018,2398-4902,16,326,0.049079754601226995
2018,2398-6808,3,27,0.1111111111111111
2018,2398-7308,12,101,0.1188118811881188
2018,2399-1984,4,33,0.12121212121212122
2018,2399-3421,2,21,0.09523809523809523
2018,2399-6544,2,88,0.022727272727272728
2018,2399-7532,1,13,0.07692307692307693
2018,2399-8083,5,91,0.054945054945054944
2018,2405-4526,2,70,0.02857142857142857
2018,2405-4569,15,176,0.08522727272727272
2018,2405-4577,12,403,0.02977667493796526
2018,2405-4690,1,202,0.0049504950495049506
2018,2405-4712,52,147,0.35374149659863946
2018,2405-6472,2,35,0.05714285714285714
2018,2405-674X,1,12,0.08333333333333333
2018,2405-8025,3,98,0.030612244897959183
2018,2405-8289,1,228,0.0043859649122807015
2018,2405-9390,3,114,0.02631578947368421
2018,2412-8260,1,41,0.024390243902439025
2018,2432-2725,4,13,0.3076923076923077
2018,2444-3824,3,142,0.02112676056338028
2018,2451-9022,11,181,0.06077348066298342
2018,2451-9049,8,182,0.04395604395604396
2018,2451-9103,12,171,0.07017543859649122
2018,2451-9294,2,263,0.0076045627376425855
2018,2451-9448,14,168,0.08333333333333333
2018,2451-9766,3,22,0.13636363636363635
2018,2452-0748,12,54,0.2222222222222222
2018,2452-2023,1,4,0.25
2018,2452-2236,2,108,0.018518518518518517
2018,2452-3062,1,43,0.023255813953488372
2018,2452-3100,13,86,0.1511627906976744
2018,2452-3186,1,28,0.03571428571428571
2018,2452-414X,1,21,0.047619047619047616
2018,2468-0451,7,34,0.20588235294117646
2018,2468-1113,4,26,0.15384615384615385
2018,2468-1156,13,229,0.056768558951965066
2018,2468-1210,1,313,0.003194888178913738
2018,2468-1709,2,67,0.029850746268656716
2018,2468-1717,1,10,0.1
2018,2468-2020,2,71,0.028169014084507043
2018,2468-3124,1,9,0.1111111111111111
2018,2468-4511,3,62,0.04838709677419355
2018,2468-4988,1,11,0.09090909090909091
2018,2468-5194,2,52,0.038461538461538464
2018,2468-5844,2,75,0.02666666666666667
2018,2468-6069,4,137,0.029197080291970802
2018,2468-6530,12,252,0.047619047619047616
2018,2468-7189,1,169,0.005917159763313609
2018,2468-7812,4,101,0.039603960396039604
2018,2468-8231,2,391,0.005115089514066497
2018,2468-8673,6,108,0.05555555555555555
2018,2468-8797,2,28,0.07142857142857142
2018,2468-8967,1,27,0.037037037037037035
2018,2469-2921,1,10,0.1
2018,2469-4193,1,29,0.034482758620689655
2018,2469-4452,2,81,0.024691358024691357
2018,2469-7303,2,103,0.019417475728155338
2018,2469-990X,27,505,0.053465346534653464
2018,2469-9926,30,2673,0.01122334455667789
2018,2469-9950,45,5198,0.00865717583686033
2018,2469-9985,113,1052,0.10741444866920152
2018,2470-0010,2051,3597,0.5701973867111482
2018,2470-0045,29,2128,0.01362781954887218
2018,2470-1475,2,29,0.06896551724137931
2018,2470-5357,1,13,0.07692307692307693
2018,2471-285X,1,62,0.016129032258064516
2018,2471-4607,2,47,0.0425531914893617
2018,2471-5638,3,77,0.03896103896103896
2018,2472-1727,8,134,0.05970149253731343
2018,2472-5390,1,59,0.01694915254237288
2018,2472-5625,2,35,0.05714285714285714
2018,2472-5854,1,80,0.0125
2018,2472-9876,2,52,0.038461538461538464
2018,2473-0580,1,15,0.06666666666666667
2018,2473-2400,1,108,0.009259259259259259
2018,2473-3709,19,20,0.95
2018,2473-5132,1,23,0.043478260869565216
2018,2474-1604,1,16,0.0625
2018,2475-143X,1,49,0.02040816326530612
2018,2475-1456,1,153,0.006535947712418301
2018,2475-1472,1,152,0.006578947368421052
2018,2475-1502,1,57,0.017543859649122806
2018,2475-6725,1,39,0.02564102564102564
2018,2475-8817,1,86,0.011627906976744186
2018,2475-9953,23,697,0.032998565279770443
2018,2476-1508,2,55,0.03636363636363636
2018,2498-602X,1,33,0.030303030303030304
2018,2504-2092,4,80,0.05
2018,2509-2723,6,44,0.13636363636363635
2018,2509-3150,5,71,0.07042253521126761
2018,2509-3304,7,55,0.12727272727272726
2018,2509-3436,2,28,0.07142857142857142
2018,2509-4637,1,9,0.1111111111111111
2018,2509-4696,1,36,0.027777777777777776
2018,2509-4890,1,40,0.025
2018,2509-498X,2,29,0.06896551724137931
2018,2509-7954,1,33,0.030303030303030304
2018,2509-7970,1,14,0.07142857142857142
2018,2509-8829,1,15,0.06666666666666667
2018,2509-9434,4,52,0.07692307692307693
2018,2509-9515,4,19,0.21052631578947367
2018,2510-1226,1,20,0.05
2018,2510-1579,3,110,0.02727272727272727
2018,2510-2044,4,11,0.36363636363636365
2018,2510-2265,1,23,0.043478260869565216
2018,2510-3768,3,19,0.15789473684210525
2018,2511-1299,2,18,0.1111111111111111
2018,2511-1965,6,22,0.2727272727272727
2018,2511-249X,3,14,0.21428571428571427
2018,2511-9044,1,28,0.03571428571428571
2018,2512-2789,3,21,0.14285714285714285
2018,2512-8450,1,21,0.047619047619047616
2018,2513-0390,2,145,0.013793103448275862
2018,2515-1088,3,24,0.125
2018,2515-2459,1,45,0.022222222222222223
2018,2515-4184,6,54,0.1111111111111111
2018,2520-100X,1,8,0.125
2018,2520-1034,2,30,0.06666666666666667
2018,2520-1336,8,11,0.7272727272727273
2018,2520-8063,1,8,0.125
2018,2520-8071,1,6,0.16666666666666666
2018,2520-8098,1,17,0.058823529411764705
2018,2520-811X,4,29,0.13793103448275862
2018,2520-8136,5,24,0.20833333333333334
2018,2520-8160,1,37,0.02702702702702703
2018,2520-8217,2,14,0.14285714285714285
2018,2520-8411,1,25,0.04
2018,2520-8683,2,22,0.09090909090909091
2018,2520-8705,1,9,0.1111111111111111
2018,2520-8756,5,27,0.18518518518518517
2018,2522-0063,5,23,0.21739130434782608
2018,2522-0691,1,14,0.07142857142857142
2018,2522-0861,3,21,0.14285714285714285
2018,2522-5731,3,20,0.15
2018,2522-5758,1,35,0.02857142857142857
2018,2522-5790,6,51,0.11764705882352941
2018,2522-5987,2,16,0.125
2018,2522-8765,13,41,0.3170731707317073
2018,2523-3920,3,63,0.047619047619047616
2018,2523-8965,18,18,1
2018,2523-8973,6,32,0.1875
2018,2524-3462,3,31,0.0967741935483871
2018,2524-485X,8,23,0.34782608695652173
2018,2524-5252,2,28,0.07142857142857142
2018,2524-5295,1,11,0.09090909090909091
2018,2524-5317,1,14,0.07142857142857142
2018,2529-9123,1,39,0.02564102564102564
2018,2542-4351,7,254,0.027559055118110236
2018,2542-5293,1,42,0.023809523809523808
2018,2542-6605,1,24,0.041666666666666664
2018,2566-6223,2,54,0.037037037037037035
2018,2572-3170,2,37,0.05405405405405406
2018,2572-4525,15,90,0.16666666666666666
2018,2572-6641,1,35,0.02857142857142857
2018,2573-234X,1,11,0.09090909090909091
2018,2573-802X,1,17,0.058823529411764705
2018,2573-9603,2,102,0.0196078431372549
2018,2575-3126,11,255,0.043137254901960784
2018,2588-8420,3,26,0.11538461538461539
2018,2588-9311,10,80,0.125
2018,2589-014X,1,98,0.01020408163265306
2018,2589-1529,6,169,0.03550295857988166
2018,2633-3767,2,34,0.058823529411764705
2018,2637-5451,1,11,0.09090909090909091
2018,2673-298X,2,25,0.08
2018,2702-3648,79,161,0.4906832298136646
2019,0001-1541,23,360,0.06388888888888888
2019,0001-2998,3,60,0.05
2019,0001-3072,3,32,0.09375
2019,0001-4575,18,372,0.04838709677419355
2019,0001-4788,7,28,0.25
2019,0001-5172,22,213,0.10328638497652583
2019,0001-5342,4,32,0.125
2019,0001-5547,1,98,0.01020408163265306
2019,0001-5792,3,138,0.021739130434782608
2019,0001-5903,6,29,0.20689655172413793
2019,0001-5970,18,244,0.07377049180327869
2019,0001-6268,54,407,0.13267813267813267
2019,0001-6314,8,128,0.0625
2019,0001-6322,59,159,0.3710691823899371
2019,0001-6349,28,261,0.10727969348659004
2019,0001-6357,22,109,0.2018348623853211
2019,0001-6373,6,40,0.15
2019,0001-6489,7,227,0.030837004405286344
2019,0001-6810,2,16,0.125
2019,0001-690X,15,133,0.11278195488721804
2019,0001-6993,9,31,0.2903225806451613
2019,0001-706X,19,367,0.051771117166212535
2019,0001-7701,4,161,0.024844720496894408
2019,0001-7868,1,137,0.0072992700729927005
2019,0001-8244,13,46,0.2826086956521739
2019,0001-8392,2,36,0.05555555555555555
2019,0001-8686,5,104,0.04807692307692308
2019,0001-8708,6,393,0.015267175572519083
2019,0001-8791,3,120,0.025
2019,0001-9054,23,74,0.3108108108108108
2019,0001-9240,13,167,0.07784431137724551
2019,0001-9909,5,31,0.16129032258064516
2019,0002-0206,4,109,0.03669724770642202
2019,0002-0729,41,186,0.22043010752688172
2019,0002-1873,21,25,0.84
2019,0002-1962,96,343,0.27988338192419826
2019,0002-5240,8,59,0.13559322033898305
2019,0002-6980,1,36,0.027777777777777776
2019,0002-7294,6,182,0.03296703296703297
2019,0002-7316,2,114,0.017543859649122806
2019,0002-7642,3,122,0.02459016393442623
2019,0002-7820,20,667,0.029985007496251874
2019,0002-7863,3,2713,0.0011057869517139699
2019,0002-8312,2,105,0.01904761904761905
2019,0002-8487,11,75,0.14666666666666667
2019,0002-8614,15,505,0.0297029702970297
2019,0002-8703,24,220,0.10909090909090909
2019,0002-9092,8,74,0.10810810810810811
2019,0002-9122,18,178,0.10112359550561797
2019,0002-9149,16,664,0.024096385542168676
2019,0002-9165,64,409,0.15647921760391198
2019,0002-9173,5,189,0.026455026455026454
2019,0002-919X,1,33,0.030303030303030304
2019,0002-9262,38,296,0.12837837837837837
2019,0002-9270,7,477,0.014675052410901468
2019,0002-9297,29,242,0.11983471074380166
2019,0002-9319,1,29,0.034482758620689655
2019,0002-9343,6,492,0.012195121951219513
2019,0002-9378,10,597,0.01675041876046901
2019,0002-9394,26,406,0.06403940886699508
2019,0002-9440,19,231,0.08225108225108226
2019,0002-9483,16,205,0.07804878048780488
2019,0002-9610,3,465,0.0064516129032258064
2019,0002-9629,5,192,0.026041666666666668
2019,0002-9890,2,161,0.012422360248447204
2019,0003-004X,4,190,0.021052631578947368
2019,0003-021X,3,130,0.023076923076923078
2019,0003-0554,10,85,0.11764705882352941
2019,0003-066X,1,192,0.005208333333333333
2019,0003-1224,1,42,0.023809523809523808
2019,0003-1305,46,112,0.4107142857142857
2019,0003-2409,24,345,0.06956521739130435
2019,0003-2417,4,137,0.029197080291970802
2019,0003-2654,45,912,0.049342105263157895
2019,0003-2670,4,907,0.004410143329658214
2019,0003-2697,11,275,0.04
2019,0003-2700,4,2177,0.0018373909049150207
2019,0003-2719,1,210,0.004761904761904762
2019,0003-2999,13,736,0.017663043478260868
2019,0003-3472,11,286,0.038461538461538464
2019,0003-3790,1,32,0.03125
2019,0003-3804,5,193,0.025906735751295335
2019,0003-4088,6,25,0.24
2019,0003-4266,5,68,0.07352941176470588
2019,0003-4452,1,14,0.07142857142857142
2019,0003-4746,3,77,0.03896103896103896
2019,0003-4800,7,71,0.09859154929577464
2019,0003-4916,3,196,0.015306122448979591
2019,0003-4932,44,842,0.052256532066508314
2019,0003-4967,13,488,0.02663934426229508
2019,0003-4975,1,995,0.0010050251256281408
2019,0003-567X,12,20,0.6
2019,0003-5815,2,54,0.037037037037037035
2019,0003-598X,20,235,0.0851063829787234
2019,0003-6072,9,159,0.05660377358490566
2019,0003-6811,4,207,0.01932367149758454
2019,0003-682X,13,418,0.03110047846889952
2019,0003-6846,18,434,0.041474654377880185
2019,0003-6862,5,62,0.08064516129032258
2019,0003-6870,10,210,0.047619047619047616
2019,0003-7028,1,130,0.007692307692307693
2019,0003-8032,7,12,0.5833333333333334
2019,0003-813X,9,69,0.13043478260869565
2019,0003-8628,3,60,0.05
2019,0003-889X,16,144,0.1111111111111111
2019,0003-9101,1,32,0.03125
2019,0003-9519,5,23,0.21739130434782608
2019,0003-9527,15,130,0.11538461538461539
2019,0003-9756,1,45,0.022222222222222223
2019,0003-9861,9,297,0.030303030303030304
2019,0003-9888,12,584,0.02054794520547945
2019,0003-9969,7,254,0.027559055118110236
2019,0003-9993,10,970,0.010309278350515464
2019,0004-0002,21,249,0.08433734939759036
2019,0004-069X,14,30,0.4666666666666667
2019,0004-0894,9,72,0.125
2019,0004-3702,6,83,0.07228915662650602
2019,0004-4717,1,45,0.022222222222222223
2019,0004-5632,5,82,0.06097560975609756
2019,0004-6264,6,135,0.044444444444444446
2019,0004-6280,18,143,0.1258741258741259
2019,0004-6337,10,156,0.0641025641025641
2019,0004-6361,464,2043,0.22711698482623593
2019,0004-640X,8,225,0.035555555555555556
2019,0004-8038,4,91,0.04395604395604396
2019,0004-8380,1,238,0.004201680672268907
2019,0004-8402,6,78,0.07692307692307693
2019,0004-8666,3,159,0.018867924528301886
2019,0004-8674,1,232,0.004310344827586207
2019,0004-9018,1,45,0.022222222222222223
2019,0004-9158,12,34,0.35294117647058826
2019,0004-9727,1,155,0.0064516129032258064
2019,0005-0067,2,50,0.04
2019,0005-0423,2,131,0.015267175572519083
2019,0005-1098,5,517,0.009671179883945842
2019,0005-2728,10,90,0.1111111111111111
2019,0005-2736,15,195,0.07692307692307693
2019,0005-772X,2,48,0.041666666666666664
2019,0005-7894,1,96,0.010416666666666666
2019,0005-7916,3,72,0.041666666666666664
2019,0005-7959,12,64,0.1875
2019,0005-7967,8,146,0.0547945205479452
2019,0005-8912,43,122,0.3524590163934426
2019,0006-1972,1,118,0.00847457627118644
2019,0006-291X,115,1896,0.06065400843881857
2019,0006-2928,2,46,0.043478260869565216
2019,0006-2952,16,320,0.05
2019,0006-3088,17,214,0.0794392523364486
2019,0006-3207,44,409,0.10757946210268948
2019,0006-3223,30,399,0.07518796992481203
2019,0006-3231,16,79,0.20253164556962025
2019,0006-3363,14,231,0.06060606060606061
2019,0006-341X,13,203,0.06403940886699508
2019,0006-3444,5,83,0.060240963855421686
2019,0006-3495,75,3330,0.02252252252252252
2019,0006-3525,2,48,0.041666666666666664
2019,0006-355X,1,19,0.05263157894736842
2019,0006-3568,23,161,0.14285714285714285
2019,0006-3592,52,325,0.16
2019,0006-3606,7,123,0.056910569105691054
2019,0006-3657,2,66,0.030303030303030304
2019,0006-3835,12,48,0.25
2019,0006-8055,7,56,0.125
2019,0006-8101,2,10,0.2
2019,0006-8314,27,77,0.35064935064935066
2019,0006-8950,105,422,0.24881516587677724
2019,0006-8993,23,521,0.044145873320537425
2019,0007-0874,3,89,0.033707865168539325
2019,0007-0882,4,46,0.08695652173913043
2019,0007-0904,4,59,0.06779661016949153
2019,0007-0912,15,472,0.03177966101694915
2019,0007-0920,310,333,0.9309309309309309
2019,0007-0955,15,82,0.18292682926829268
2019,0007-0963,129,1343,0.0960536113179449
2019,0007-0998,14,56,0.25
2019,0007-1005,2,49,0.04081632653061224
2019,0007-1013,14,161,0.08695652173913043
2019,0007-1048,53,571,0.09281961471103327
2019,0007-1080,6,60,0.1
2019,0007-1102,1,31,0.03225806451612903
2019,0007-1145,36,376,0.09574468085106383
2019,0007-1161,25,337,0.07418397626112759
2019,0007-1188,45,293,0.15358361774744028
2019,0007-1234,12,72,0.16666666666666666
2019,0007-1250,28,291,0.09621993127147767
2019,0007-1269,9,63,0.14285714285714285
2019,0007-1315,8,79,0.10126582278481013
2019,0007-1323,50,349,0.14326647564469913
2019,0007-1420,5,38,0.13157894736842105
2019,0007-1668,4,105,0.0380952380952381
2019,0007-1773,1,31,0.03225806451612903
2019,0007-4497,1,39,0.02564102564102564
2019,0007-4853,1,89,0.011235955056179775
2019,0007-4861,4,251,0.01593625498007968
2019,0007-6503,4,34,0.11764705882352941
2019,0007-6791,9,101,0.0891089108910891
2019,0007-6813,2,90,0.022222222222222223
2019,0008-0624,2,52,0.038461538461538464
2019,0008-3658,1,77,0.012987012987012988
2019,0008-3968,3,51,0.058823529411764705
2019,0008-3976,2,21,0.09523809523809523
2019,0008-4034,2,269,0.007434944237918215
2019,0008-414X,2,120,0.016666666666666666
2019,0008-4182,4,248,0.016129032258064516
2019,0008-4239,1,103,0.009708737864077669
2019,0008-4263,14,111,0.12612612612612611
2019,0008-4395,1,117,0.008547008547008548
2019,0008-4433,2,23,0.08695652173913043
2019,0008-5006,1,54,0.018518518518518517
2019,0008-543X,38,629,0.06041335453100159
2019,0008-6215,5,228,0.021929824561403508
2019,0008-6223,24,1197,0.020050125313283207
2019,0008-6312,1,115,0.008695652173913044
2019,0008-6363,50,342,0.14619883040935672
2019,0008-6568,2,50,0.04
2019,0008-7041,2,28,0.07142857142857142
2019,0008-8749,5,106,0.04716981132075472
2019,0008-8846,7,274,0.025547445255474453
2019,0008-8994,2,37,0.05405405405405406
2019,0009-0352,7,115,0.06086956521739131
2019,0009-1383,3,54,0.05555555555555555
2019,0009-2509,15,786,0.019083969465648856
2019,0009-2541,31,420,0.07380952380952381
2019,0009-2614,23,817,0.028151774785801713
2019,0009-2797,20,382,0.05235602094240838
2019,0009-2819,5,52,0.09615384615384616
2019,0009-286X,58,273,0.21245421245421245
2019,0009-3084,9,112,0.08035714285714286
2019,0009-3920,24,142,0.16901408450704225
2019,0009-398X,12,90,0.13333333333333333
2019,0009-4722,3,205,0.014634146341463415
2019,0009-5893,6,162,0.037037037037037035
2019,0009-5915,10,41,0.24390243902439024
2019,0009-725X,1,80,0.0125
2019,0009-8558,2,49,0.04081632653061224
2019,0009-8604,2,50,0.04
2019,0009-8981,14,413,0.03389830508474576
2019,0009-9104,37,147,0.25170068027210885
2019,0009-9120,11,174,0.06321839080459771
2019,0009-9163,20,180,0.1111111111111111
2019,0009-921X,4,524,0.007633587786259542
2019,0009-9228,1,217,0.004608294930875576
2019,0009-9236,106,417,0.2541966426858513
2019,0009-9260,8,421,0.019002375296912115
2019,0010-0277,25,248,0.10080645161290322
2019,0010-0285,3,30,0.1
2019,0010-0757,1,38,0.02631578947368421
2019,0010-2180,18,460,0.0391304347826087
2019,0010-2202,9,220,0.04090909090909091
2019,0010-3616,63,358,0.17597765363128492
2019,0010-3624,1,239,0.0041841004184100415
2019,0010-3640,6,60,0.1
2019,0010-3802,3,31,0.0967741935483871
2019,0010-3853,13,167,0.07784431137724551
2019,0010-4140,1,67,0.014925373134328358
2019,0010-4175,4,35,0.11428571428571428
2019,0010-437X,1,101,0.009900990099009901
2019,0010-4485,4,106,0.03773584905660377
2019,0010-4620,5,154,0.032467532467532464
2019,0010-4655,21,295,0.0711864406779661
2019,0010-4825,19,348,0.05459770114942529
2019,0010-485X,4,80,0.05
2019,0010-5422,3,80,0.0375
2019,0010-7824,9,188,0.047872340425531915
2019,0010-7999,20,108,0.18518518518518517
2019,0010-8367,2,22,0.09090909090909091
2019,0010-8545,1,275,0.0036363636363636364
2019,0010-938X,20,460,0.043478260869565216
2019,0010-9452,39,357,0.1092436974789916
2019,0011-1287,5,59,0.0847457627118644
2019,0011-1384,4,34,0.11764705882352941
2019,0011-1562,1,68,0.014705882352941176
2019,0011-1619,2,45,0.044444444444444446
2019,0011-183X,83,269,0.30855018587360594
2019,0011-216X,1,102,0.00980392156862745
2019,0011-2240,6,289,0.020761245674740483
2019,0011-3069,4,62,0.06451612903225806
2019,0011-3921,2,50,0.04
2019,0011-9059,6,385,0.015584415584415584
2019,0011-9164,9,296,0.030405405405405407
2019,0012-0472,19,574,0.033101045296167246
2019,0012-1533,1,29,0.034482758620689655
2019,0012-155X,16,80,0.2
2019,0012-1592,6,43,0.13953488372093023
2019,0012-1606,31,224,0.13839285714285715
2019,0012-1622,30,295,0.1016949152542373
2019,0012-1630,7,119,0.058823529411764705
2019,0012-1649,1,312,0.003205128205128205
2019,0012-186X,105,264,0.3977272727272727
2019,0012-1924,2,24,0.08333333333333333
2019,0012-2033,1,78,0.01282051282051282
2019,0012-2823,5,125,0.04
2019,0012-365X,1,354,0.002824858757062147
2019,0012-3692,12,2718,0.004415011037527594
2019,0012-3706,4,309,0.012944983818770227
2019,0012-4486,6,70,0.08571428571428572
2019,0012-6667,50,199,0.25125628140703515
2019,0012-821X,61,499,0.12224448897795591
2019,0012-8252,27,237,0.11392405063291139
2019,0012-8325,1,26,0.038461538461538464
2019,0012-8775,1,25,0.04
2019,0012-9615,10,48,0.20833333333333334
2019,0012-9658,44,362,0.12154696132596685
2019,0013-0001,6,43,0.13953488372093023
2019,0013-0095,3,28,0.10714285714285714
2019,0013-0117,3,114,0.02631578947368421
2019,0013-0133,7,76,0.09210526315789473
2019,0013-0249,1,55,0.01818181818181818
2019,0013-0427,2,29,0.06896551724137931
